pid,categories,name,reviews
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,557 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,524 of 3,721 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,536 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,162 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,835 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,553 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,098 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,809 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,065 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,577 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,826 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,570 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,782 of 5,973 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,568 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,812 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,560 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,180 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,544 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,849 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,842 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,561 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,781 of 5,972 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,143 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,135 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,179 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,154 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,870 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,565 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,865 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,539 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,206 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,566 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,217 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,167 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,827 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,555 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,199 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,145 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,551 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,171 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,825 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,873 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,092 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,563 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,841 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,161 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,579 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,569 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,866 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,564 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,130 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,576 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,547 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,854 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,831 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,833 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,784 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,542 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,799 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,187 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,574 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,842 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,120 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,112 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,803 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,816 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,829 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,550 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,821 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,838 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,062 of 10,368 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"Unreal performance for 99! I couldn't be happier. 5,845 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,138 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,213 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,153 people found this helpful. Was this review helpful to you Yes No"
B00LWHU9D8,"Electronics,Amazon Devices",Fire HD 6 Tablet,"HD Fire 6 is great for the price! 3,525 people found this helpful. Was this review helpful to you Yes No"
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,Great upgrade for aesthetics
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,The Extra Touch
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,Great case with minor design flaws
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,"Major fan, didn't buy this because of protection, ..."
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,Not all fabric or cloth.
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,She loves it
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,Great pop of color for a bland looking product!
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,Great look for Dot.
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,Great upgrade for aesthetics
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,This is perfect. A lot of people were commenting that the ...
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Perfect fit for Fire 8 Tablet.
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Great protection for my device
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars One person found this helpful. Was this review helpful to you Yes No
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Perfect for the little ones
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars One person found this helpful. Was this review helpful to you Yes No
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Great case.
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Five Stars
B0716JZKLT,"Amazon Devices,Kindle Store",All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,Amazing for kids!
B01BRWH8G8,"Electronics,Amazon Devices",Fire HD 8 Tablet with Alexa,"Great basic tablet for Amazon fans 9,"
B01BRWH8G8,"Electronics,Amazon Devices",Fire HD 8 Tablet with Alexa,"Amazon did it right this time, really enjoying my tablet! (4 updates) -- 4th update has some tips 4,"
B01BRWH8G8,"Electronics,Amazon Devices",Fire HD 8 Tablet with Alexa,"A great upgrade from the fire 7. A great buy at this price! 1,"
B01M4NRFXX,"Electronics,Amazon Devices",All-New Fire HD 8 Kids Edition Tablet,This Fire Tablet is much Better than the Last one. Please improve the Freetime Experience!
B01M4NRFXX,"Electronics,Amazon Devices",All-New Fire HD 8 Kids Edition Tablet,YES you CAN download apps like KidsYou Tube!
B01M4NRFXX,"Electronics,Amazon Devices",All-New Fire HD 8 Kids Edition Tablet,A nice attempt at making a truly child-friendly tablet
B01M4NRFXX,"Electronics,Amazon Devices",All-New Fire HD 8 Kids Edition Tablet,The perfect kids tablet
B01KVZDFD2,"Amazon Devices,Kindle Accessories",Kindle for Kids Bundle with the latest Kindle E-reader,Kindle 8th Generation Kids Bundle
B01KVZDFD2,"Amazon Devices,Kindle Accessories",Kindle for Kids Bundle with the latest Kindle E-reader,Fully controllable limits.
B01KVZDFD2,"Amazon Devices,Kindle Accessories",Kindle for Kids Bundle with the latest Kindle E-reader,I LOVE this!
B01KVZDFD2,"Amazon Devices,Kindle Accessories",Kindle for Kids Bundle with the latest Kindle E-reader,NOT JUST FOR KIDS!
B01KVZDFD2,"Amazon Devices,Kindle Accessories",Kindle for Kids Bundle with the latest Kindle E-reader,Loved the concept but execution falls short - and Customer Service was terrible!
B01KVZDFD2,"Amazon Devices,Kindle Accessories",Kindle for Kids Bundle with the latest Kindle E-reader,Quite the steal!
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,Great upgrade for aesthetics
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,The Extra Touch
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,Great case with minor design flaws
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,"Major fan, didn't buy this because of protection, ..."
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,Not all fabric or cloth.
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,She loves it
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,Great pop of color for a bland looking product!
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,Great look for Dot.
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,This is perfect. A lot of people were commenting that the ...
B01LW1MS9C,"Amazon Devices,Kindle Store",Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,Great upgrade for aesthetics
B01M4NU4OM,"Electronics,Amazon Devices",All-New Fire 7 Kids Edition Tablet,"If you want something cheap and very durable, Fire 7 Kids Edition is a perfect choice"
B01M4NU4OM,"Electronics,Amazon Devices",All-New Fire 7 Kids Edition Tablet,Parents with young kids - this is worth it
B01M4NU4OM,"Electronics,Amazon Devices",All-New Fire 7 Kids Edition Tablet,A Little Explanation on What the Tablet Is
B01M4NU4OM,"Electronics,Amazon Devices",All-New Fire 7 Kids Edition Tablet,"Good tablet, could use improvements"
B01M4NU4OM,"Electronics,Amazon Devices",All-New Fire 7 Kids Edition Tablet,Great gift for 12yr old girl
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","You Get What You Pay For 31,"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Exceptional 7, An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""",Should have bought one years ago!
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Fun, Durable, only a few minor issues"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 6, An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""",This is my 6th Kindle Fire HD ....It's a Love-Hate Relationship
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5, An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""",A 4.5 star tablet (Updated)
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tabletAn Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too!"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""",ExceptionalAn Amazon.com official commented on this review
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""",Kindle Fire HD
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""",You Get What You Pay For
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,149 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,942 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,929 of 6,196 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,146 of 3,316 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,042 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,149 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,044 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,144 of 3,314 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,040 of 3,305 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,946 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,044 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,148 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,931 of 6,199 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,930 of 6,197 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too!"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,939 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,936 of 6,204 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,042 of 3,307 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,942 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,142 of 3,312 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","A 4.5 star tablet (Updated) 3,146 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too!"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,043 people found this helpful. Was this review helpful to you Yes No"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,933 of 6,201 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,936 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
"B008GGCAVM,B00DOPNMVM","Amazon Devices,Kindle Store","Kindle Fire HD 7""","Decent, inexpensive, entry-level tablet 5,935 of 6,203 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
